id_tra,idbin,idcategoria,idcomercio,fecha,monto
TX4504,400000,I,COM001,2024-03-01,317.19
TX4505,601001,I,COM001,2024-06-25,931.54
TX4506,352800,I,COM004,2024-04-27,357.06
TX4507,400000,I,COM003,2024-03-25,905.26
TX4508,400001,I,COM002,2024-03-06,825.82
TX4509,601000,C,COM004,2024-01-11,486.24
TX4510,510000,I,COM004,2024-01-19,509.8
TX4511,400000,C,COM002,2024-04-01,425.5
TX4512,400001,I,COM001,2024-06-29,131.68
TX4513,400001,C,COM002,2024-01-06,789.75
TX4514,352800,I,COM003,2024-03-01,624.41
TX4515,510000,C,COM001,2024-01-07,414.37
TX4516,400000,C,COM002,2024-05-16,503.4
TX4517,601001,C,COM001,2024-05-12,561.89
TX4518,400001,I,COM002,2024-06-13,308.53
TX4519,601001,C,COM001,2024-05-02,21.94
TX4520,352800,C,COM005,2024-04-08,830.48
TX4521,510001,C,COM003,2024-02-03,677.6
TX4522,510000,I,COM002,2024-02-20,307.57
TX4523,400001,C,COM001,2024-05-12,841.37
TX4524,601001,C,COM004,2024-05-06,424.04
TX4525,400001,I,COM001,2024-05-20,113.2
TX4526,601001,I,COM003,2024-01-28,70.93
TX4527,510001,I,COM001,2024-06-30,558.05
TX4528,400000,C,COM003,2024-04-03,617.62
TX4529,510001,C,COM001,2024-01-15,938.2
TX4530,352800,C,COM002,2024-05-31,284.85
TX4531,601001,C,COM004,2024-05-22,293.03
TX4532,510000,I,COM001,2024-02-10,261.08
TX4533,400000,A,COM005,2024-05-09,430.58
TX4534,352801,C,COM002,2024-03-10,314.89
TX4535,400000,C,COM005,2024-05-11,916.99
TX4536,601001,I,COM001,2024-06-19,587.7
TX4537,352801,I,COM004,2024-04-20,534.1
TX4538,400000,C,COM005,2024-02-26,791.99
TX4539,510000,I,COM005,2024-02-02,829.96
TX4540,510000,C,COM005,2024-05-30,30.55
TX4541,400001,I,COM001,2024-03-21,397.34
TX4542,510001,I,COM004,2024-06-23,621.53
TX4543,510000,I,COM005,2024-01-21,433.23
TX4544,400001,I,COM004,2024-03-29,190.98
TX4545,400001,C,COM004,2024-02-19,573.43
TX4546,601001,C,COM004,2024-01-28,921.66
TX4547,601000,I,COM005,2024-03-04,700.96
TX4548,510000,I,COM004,2024-02-21,586.1
TX4549,510001,I,COM005,2024-06-03,240.63
TX4550,510000,I,COM002,2024-06-14,950.25
TX4551,510001,C,COM004,2024-05-24,863.74
TX4552,400000,C,COM003,2024-01-30,243.86
TX4553,400000,I,COM004,2024-06-17,898.73
TX4554,352800,C,COM004,2024-03-18,235.55
TX4555,601001,A,COM004,2024-03-07,614.07
TX4556,601001,C,COM002,2024-05-03,290.26
TX4557,601001,C,COM002,2024-05-05,60.24
TX4558,400001,C,COM004,2024-01-19,546.17
TX4559,601001,I,COM004,2024-05-10,76.12
TX4560,400000,I,COM004,2024-01-15,503.58
TX4561,510001,I,COM003,2024-06-11,964.19
TX4562,400000,I,COM002,2024-06-06,66.04
TX4563,601000,C,COM002,2024-04-04,989.62
TX4564,601001,C,COM002,2024-02-10,433.74
TX4565,601001,I,COM004,2024-03-20,138.78
TX4566,400000,I,COM004,2024-03-20,991.01
TX4567,510001,C,COM001,2024-05-21,84.15
TX4568,400001,A,COM002,2024-04-10,714.12
TX4569,510001,C,COM003,2024-01-23,342.58
TX4570,352800,I,COM004,2024-06-04,634.01
TX4571,601001,I,COM003,2024-02-02,476.04
TX4572,352800,C,COM002,2024-05-25,607.71
TX4573,510000,I,COM005,2024-05-06,122.0
TX4574,352801,C,COM004,2024-05-31,647.01
TX4575,352800,I,COM005,2024-03-09,682.43
TX4576,601000,I,COM002,2024-02-09,288.34
TX4577,352801,I,COM001,2024-03-10,93.97
TX4578,352801,I,COM004,2024-06-16,805.77
TX4579,400000,C,COM002,2024-05-01,766.82
TX4580,601001,C,COM001,2024-01-29,940.65
TX4581,601000,I,COM003,2024-05-19,447.54
TX4582,352801,C,COM005,2024-04-29,753.08
TX4583,510001,C,COM002,2024-05-09,136.49
TX4584,510000,I,COM004,2024-06-10,404.89
TX4585,400001,C,COM003,2024-05-21,476.72
TX4586,400000,I,COM001,2024-04-20,217.49
TX4587,510001,I,COM002,2024-02-27,793.79
TX4588,400000,I,COM002,2024-02-26,338.22
TX4589,352801,C,COM004,2024-04-25,730.24
TX4590,352801,I,COM005,2024-01-31,615.92
TX4591,601001,I,COM004,2024-03-22,388.66
TX4592,352801,A,COM003,2024-02-12,496.23
TX4593,400000,I,COM005,2024-03-25,178.52
TX4594,400001,C,COM003,2024-01-25,179.73
TX4595,510001,I,COM003,2024-02-24,672.51
TX4596,400001,C,COM001,2024-04-21,31.13
TX4597,400001,C,COM005,2024-05-03,281.03
TX4598,510001,C,COM002,2024-05-05,232.63
TX4599,601001,I,COM002,2024-06-23,67.65
TX4600,510001,C,COM001,2024-05-19,16.17
TX4601,352800,C,COM001,2024-02-01,305.0
TX4602,510000,C,COM002,2024-04-17,108.7
TX4603,352801,C,COM001,2024-01-25,260.11
TX4604,510001,I,COM001,2024-02-16,708.14
TX4605,510000,I,COM002,2024-06-29,139.96
TX4606,400000,I,COM003,2024-06-05,379.84
TX4607,601000,I,COM001,2024-05-25,288.34
TX4608,510001,C,COM005,2024-06-12,498.92
TX4609,601001,I,COM002,2024-06-03,248.04
TX4610,601000,A,COM002,2024-02-26,872.66
TX4611,352800,I,COM003,2024-06-13,292.09
TX4612,352801,I,COM004,2024-03-26,385.07
TX4613,352800,C,COM002,2024-05-26,570.68
TX4614,601000,C,COM004,2024-01-30,927.52
TX4615,510001,C,COM004,2024-04-07,436.95
TX4616,510001,C,COM004,2024-02-27,319.55
TX4617,510000,I,COM002,2024-03-27,112.37
TX4618,352800,C,COM002,2024-05-27,700.56
TX4619,352801,I,COM003,2024-03-23,863.99
TX4620,601000,A,COM002,2024-03-02,969.26
TX4621,400001,C,COM003,2024-01-13,614.22
TX4622,352801,C,COM005,2024-05-14,699.75
TX4623,352801,C,COM002,2024-05-26,565.83
TX4624,510000,A,COM002,2024-05-05,590.56
TX4625,400000,I,COM003,2024-03-28,141.98
TX4626,400000,A,COM001,2024-02-25,917.44
TX4627,601000,I,COM001,2024-06-07,590.71
TX4628,510001,A,COM001,2024-06-16,26.88
TX4629,601001,I,COM002,2024-02-08,555.44
TX4630,510001,A,COM001,2024-05-03,53.08
TX4631,400000,I,COM004,2024-06-01,185.57
TX4632,352801,I,COM004,2024-02-18,677.95
TX4633,352801,C,COM002,2024-05-20,601.28
TX4634,352801,I,COM001,2024-06-02,520.39
TX4635,601000,I,COM004,2024-05-24,785.15
TX4636,400000,C,COM002,2024-05-15,17.05
TX4637,400001,I,COM004,2024-06-22,670.99
TX4638,510001,I,COM005,2024-02-05,380.04
TX4639,400000,I,COM005,2024-03-22,782.12
TX4640,601000,C,COM003,2024-03-31,285.49
TX4641,400000,C,COM003,2024-02-23,654.61
TX4642,601000,I,COM001,2024-03-15,329.23
TX4643,400000,C,COM004,2024-01-12,954.8
TX4644,601000,I,COM004,2024-06-24,802.35
TX4645,510000,I,COM002,2024-04-30,622.99
TX4646,400000,C,COM003,2024-02-05,715.79
TX4647,352800,I,COM005,2024-01-29,330.44
TX4648,400001,C,COM004,2024-05-05,77.49
TX4649,510001,C,COM002,2024-01-03,102.58
TX4650,601001,C,COM001,2024-02-02,713.68
TX4651,400000,I,COM003,2024-06-15,570.81
TX4652,400000,I,COM003,2024-04-22,488.37
TX4653,400000,I,COM002,2024-06-09,828.78
TX4654,601001,C,COM004,2024-01-27,563.2
TX4655,601001,C,COM004,2024-05-21,451.29
TX4656,510001,I,COM005,2024-02-25,30.63
TX4657,400000,I,COM005,2024-01-10,418.53
TX4658,400000,C,COM004,2024-05-17,781.52
TX4659,601000,I,COM004,2024-02-14,645.46
TX4660,400000,C,COM005,2024-05-23,51.15
TX4661,400000,C,COM001,2024-06-08,489.56
TX4662,510000,I,COM002,2024-02-06,777.77
TX4663,601000,I,COM004,2024-03-05,825.01
TX4664,601000,I,COM004,2024-03-06,602.82
TX4665,400000,I,COM001,2024-06-23,988.38
TX4666,510000,I,COM001,2024-02-25,915.92
TX4667,352801,I,COM001,2024-03-07,488.64
TX4668,510000,I,COM004,2024-06-17,79.83
TX4669,510001,C,COM002,2024-05-22,579.06
TX4670,352800,I,COM003,2024-03-02,519.7
TX4671,352800,C,COM001,2024-04-02,51.25
TX4672,601001,I,COM001,2024-02-28,334.45
TX4673,510000,C,COM005,2024-01-18,379.02
TX4674,400000,C,COM005,2024-03-29,232.03
TX4675,400000,I,COM003,2024-06-25,173.49
TX4676,400000,C,COM003,2024-06-14,885.02
TX4677,352801,A,COM001,2024-04-15,557.0
TX4678,400001,I,COM004,2024-06-29,662.27
TX4679,352801,I,COM001,2024-06-04,595.86
TX4680,510000,C,COM005,2024-04-23,223.3
TX4681,400000,I,COM005,2024-02-11,664.75
TX4682,510000,I,COM005,2024-02-02,97.66
TX4683,400000,I,COM005,2024-02-12,265.79
TX4684,510001,C,COM005,2024-05-17,686.1
TX4685,510001,C,COM003,2024-04-05,745.96
TX4686,400001,C,COM001,2024-04-05,685.18
TX4687,400001,I,COM001,2024-04-27,635.03
TX4688,601001,C,COM001,2024-02-06,15.68
TX4689,352800,I,COM005,2024-03-17,896.33
TX4690,352800,A,COM005,2024-02-23,684.62
TX4691,352801,A,COM005,2024-01-25,593.42
TX4692,601000,C,COM005,2024-01-01,234.91
TX4693,601000,C,COM003,2024-05-24,23.31
TX4694,510000,C,COM002,2024-02-16,170.48
TX4695,510000,I,COM004,2024-01-13,746.61
TX4696,601000,A,COM003,2024-05-22,345.16
TX4697,400001,C,COM003,2024-01-12,360.93
TX4698,510000,C,COM004,2024-05-23,550.54
TX4699,352801,C,COM001,2024-01-25,641.7
TX4700,601001,I,COM004,2024-02-25,913.81
TX4701,510000,I,COM003,2024-06-28,825.21
TX4702,601000,C,COM002,2024-05-09,194.37
TX4703,510000,I,COM004,2024-06-20,843.65
TX4704,352800,I,COM002,2024-06-06,635.36
TX4705,510001,C,COM005,2024-02-01,378.55
TX4706,601000,A,COM003,2024-06-11,403.86
TX4707,510000,I,COM005,2024-02-26,230.27
TX4708,601000,C,COM003,2024-05-24,200.17
TX4709,400000,C,COM001,2024-05-06,788.38
TX4710,601001,C,COM005,2024-05-21,252.65
TX4711,510000,C,COM004,2024-02-26,77.77
TX4712,510000,I,COM005,2024-03-10,582.28
TX4713,510000,A,COM002,2024-04-11,935.96
TX4714,352801,I,COM001,2024-03-04,202.66
TX4715,352800,I,COM004,2024-06-05,98.56
TX4716,510000,C,COM002,2024-02-05,973.74
TX4717,400000,C,COM005,2024-05-10,476.16
TX4718,400000,I,COM002,2024-01-10,514.01
TX4719,510001,C,COM003,2024-04-21,649.02
TX4720,352801,I,COM003,2024-02-12,785.17
TX4721,400000,C,COM001,2024-05-14,104.83
TX4722,400000,I,COM004,2024-03-26,253.09
TX4723,601001,I,COM005,2024-02-06,583.36
TX4724,510000,I,COM005,2024-03-18,180.3
TX4725,510001,C,COM002,2024-05-27,841.32
TX4726,352801,I,COM005,2024-06-07,244.05
TX4727,400001,I,COM002,2024-01-27,903.18
TX4728,601001,C,COM005,2024-05-05,550.01
TX4729,510000,C,COM003,2024-04-09,476.71
TX4730,601001,I,COM003,2024-03-06,523.99
TX4731,601000,I,COM002,2024-02-12,437.95
TX4732,352800,I,COM004,2024-04-23,57.95
TX4733,400000,I,COM001,2024-06-21,897.23
TX4734,601000,C,COM002,2024-05-25,212.79
TX4735,510000,I,COM005,2024-03-15,489.48
TX4736,400001,I,COM003,2024-02-25,517.22
TX4737,400000,C,COM002,2024-05-25,343.23
TX4738,601001,I,COM002,2024-06-13,883.55
TX4739,352800,I,COM003,2024-02-08,752.36
TX4740,352800,C,COM002,2024-01-25,197.85
TX4741,400001,C,COM003,2024-05-03,303.44
TX4742,352801,C,COM001,2024-05-11,800.8
TX4743,510000,I,COM004,2024-06-18,159.03
TX4744,601000,I,COM005,2024-06-06,938.36
TX4745,601001,I,COM005,2024-03-26,120.95
TX4746,352801,I,COM005,2024-06-13,888.39
TX4747,400000,I,COM001,2024-02-12,290.03
TX4748,352800,I,COM002,2024-01-04,521.26
TX4749,601001,C,COM003,2024-02-13,662.01
TX4750,400000,I,COM003,2024-06-20,876.37
TX4751,352801,C,COM002,2024-04-11,758.72
TX4752,352800,C,COM003,2024-05-19,931.96
TX4753,400000,I,COM005,2024-02-05,189.62
TX4754,510000,A,COM003,2024-02-25,352.59
TX4755,601000,I,COM001,2024-02-13,436.8
TX4756,400001,C,COM003,2024-02-07,174.43
TX4757,352801,C,COM005,2024-04-30,544.82
TX4758,601001,C,COM001,2024-01-17,499.46
TX4759,510000,I,COM003,2024-01-03,556.21
TX4760,400000,A,COM001,2024-02-08,453.74
TX4761,352800,I,COM002,2024-06-22,62.9
TX4762,400000,I,COM004,2024-02-21,960.32
TX4763,400001,I,COM004,2024-03-25,390.52
TX4764,400001,I,COM004,2024-03-21,171.16
TX4765,400001,I,COM002,2024-06-03,213.7
TX4766,510000,C,COM003,2024-03-19,134.35
TX4767,352801,C,COM003,2024-01-20,329.47
TX4768,400000,I,COM004,2024-03-04,932.39
TX4769,510000,A,COM002,2024-01-05,287.29
TX4770,601000,I,COM004,2024-03-15,503.44
TX4771,352800,I,COM003,2024-06-23,234.99
TX4772,400000,C,COM004,2024-05-23,695.49
TX4773,601000,C,COM001,2024-02-25,335.81
TX4774,400000,C,COM002,2024-05-27,56.71
TX4775,510000,I,COM004,2024-06-11,89.37
TX4776,510000,I,COM001,2024-03-12,363.9
TX4777,601001,I,COM004,2024-06-16,537.42
TX4778,400001,I,COM005,2024-06-05,568.7
TX4779,400000,A,COM004,2024-03-21,809.13
TX4780,510000,C,COM005,2024-05-23,33.7
TX4781,352800,I,COM005,2024-02-20,427.58
TX4782,510000,I,COM004,2024-03-24,830.55
TX4783,510001,C,COM002,2024-04-12,519.0
TX4784,352801,C,COM002,2024-01-22,396.63
TX4785,601000,I,COM005,2024-04-05,734.58
TX4786,352801,C,COM004,2024-03-24,762.46
TX4787,400000,C,COM002,2024-03-18,554.93
TX4788,510001,C,COM005,2024-04-11,104.57
TX4789,601000,I,COM003,2024-02-14,313.39
TX4790,601000,I,COM003,2024-03-06,827.89
TX4791,352801,C,COM005,2024-05-10,936.28
TX4792,400001,C,COM001,2024-01-03,718.16
TX4793,352801,I,COM005,2024-06-19,799.76
TX4794,400001,I,COM004,2024-03-17,282.18
TX4795,352800,C,COM002,2024-05-30,911.66
TX4796,400000,A,COM004,2024-04-02,270.28
TX4797,352801,I,COM005,2024-06-19,168.25
TX4798,400000,C,COM001,2024-01-30,682.32
TX4799,352800,C,COM003,2024-01-21,598.12
TX4800,400001,C,COM004,2024-01-07,296.59
TX4801,510001,I,COM004,2024-06-12,446.25
TX4802,510000,I,COM001,2024-04-18,265.67
TX4803,352801,I,COM004,2024-06-14,361.55
TX4804,601001,I,COM003,2024-02-23,957.92
TX4805,601000,C,COM002,2024-01-10,926.19
TX4806,601000,C,COM004,2024-02-17,392.79
TX4807,601001,I,COM001,2024-04-29,675.71
TX4808,510001,I,COM001,2024-03-13,412.91
TX4809,601001,C,COM005,2024-03-23,365.72
TX4810,400001,C,COM003,2024-01-19,860.43
TX4811,400000,C,COM001,2024-04-21,576.37
TX4812,352801,I,COM001,2024-01-17,57.25
TX4813,510001,C,COM002,2024-05-16,196.04
TX4814,601001,I,COM001,2024-03-13,990.11
TX4815,601001,C,COM004,2024-05-08,861.02
TX4816,601000,A,COM001,2024-06-07,577.76
TX4817,352800,I,COM002,2024-06-06,296.11
TX4818,352800,I,COM001,2024-03-31,173.29
TX4819,400001,I,COM001,2024-01-15,949.91
TX4820,510000,C,COM004,2024-02-04,396.27
TX4821,601001,I,COM002,2024-03-30,883.61
TX4822,601001,I,COM001,2024-06-18,133.88
TX4823,400000,I,COM001,2024-02-27,687.74
TX4824,400001,I,COM004,2024-03-12,266.76
TX4825,510000,C,COM004,2024-03-04,565.77
TX4826,352801,I,COM004,2024-06-29,323.02
TX4827,400001,C,COM001,2024-05-14,274.59
TX4828,352800,A,COM002,2024-06-03,324.25
TX4829,510001,C,COM002,2024-05-25,279.29
TX4830,352800,C,COM004,2024-02-14,636.05
TX4831,601000,I,COM001,2024-05-17,607.94
TX4832,601000,I,COM004,2024-06-01,268.78
TX4833,510000,I,COM003,2024-03-20,820.08
TX4834,601001,C,COM001,2024-03-14,874.66
TX4835,400001,A,COM001,2024-05-28,852.92
TX4836,352800,C,COM001,2024-05-01,862.05
TX4837,352800,I,COM002,2024-03-24,10.37
TX4838,352800,C,COM005,2024-01-30,336.82
TX4839,510000,C,COM005,2024-05-17,763.85
TX4840,601000,C,COM005,2024-01-12,671.12
TX4841,510000,I,COM001,2024-03-17,91.02
TX4842,352801,I,COM002,2024-06-04,116.98
TX4843,352801,I,COM003,2024-06-03,462.54
TX4844,601000,C,COM001,2024-05-27,746.06
TX4845,400000,I,COM005,2024-02-20,783.81
TX4846,400000,C,COM005,2024-03-02,284.22
TX4847,400000,I,COM004,2024-01-06,812.34
TX4848,352801,I,COM005,2024-06-14,738.98
TX4849,400001,I,COM004,2024-03-16,452.37
TX4850,400001,C,COM002,2024-04-17,264.19
TX4851,510000,I,COM003,2024-03-23,440.21
TX4852,400001,C,COM005,2024-03-27,781.89
TX4853,352800,C,COM001,2024-05-19,542.7
TX4854,352800,C,COM003,2024-04-13,363.95
TX4855,510000,C,COM001,2024-04-03,156.45
TX4856,400001,C,COM004,2024-01-18,37.18
TX4857,352801,C,COM003,2024-01-24,576.3
TX4858,400001,A,COM001,2024-04-13,777.2
TX4859,601000,C,COM001,2024-05-14,607.06
TX4860,601000,I,COM004,2024-01-30,685.97
TX4861,601001,I,COM005,2024-03-26,547.76
TX4862,510000,I,COM001,2024-02-21,901.02
TX4863,601001,C,COM005,2024-04-25,902.86
TX4864,352801,I,COM003,2024-02-09,647.56
TX4865,510001,I,COM002,2024-03-22,555.28
TX4866,601000,I,COM003,2024-03-03,650.41
TX4867,352801,C,COM005,2024-04-07,333.95
TX4868,601001,I,COM001,2024-02-27,404.37
TX4869,352801,I,COM005,2024-03-27,144.03
TX4870,352800,I,COM002,2024-05-30,391.93
TX4871,601001,C,COM001,2024-03-07,497.76
TX4872,601001,I,COM002,2024-06-17,153.33
TX4873,400000,C,COM003,2024-06-03,80.52
TX4874,400000,I,COM003,2024-03-01,402.1
TX4875,400001,C,COM004,2024-05-09,75.02
TX4876,352801,A,COM005,2024-06-29,442.66
TX4877,400001,I,COM004,2024-06-25,927.39
TX4878,400001,I,COM003,2024-06-03,199.74
TX4879,510001,I,COM001,2024-03-31,190.86
TX4880,352801,C,COM004,2024-05-18,297.45
TX4881,601000,C,COM004,2024-01-11,587.41
TX4882,601000,C,COM005,2024-05-20,505.13
TX4883,601001,C,COM001,2024-01-28,175.99
TX4884,352801,I,COM004,2024-02-25,153.28
TX4885,352800,C,COM001,2024-05-01,138.87
TX4886,510001,C,COM001,2024-05-27,211.19
TX4887,352801,C,COM003,2024-01-07,170.11
TX4888,601001,C,COM002,2024-02-27,896.0
TX4889,601000,I,COM004,2024-01-08,189.95
TX4890,601000,C,COM002,2024-04-26,745.8
TX4891,510000,I,COM004,2024-05-09,475.02
TX4892,352800,I,COM004,2024-03-24,821.44
TX4893,510001,I,COM001,2024-03-08,88.99
TX4894,510001,I,COM003,2024-06-30,923.82
TX4895,400000,I,COM004,2024-02-05,912.17
TX4896,601001,I,COM003,2024-01-06,705.7
TX4897,601001,C,COM004,2024-04-14,160.04
TX4898,601001,A,COM003,2024-03-24,596.45
TX4899,510000,C,COM005,2024-01-31,526.51
TX4900,601001,C,COM002,2024-02-28,188.61
TX4901,352800,A,COM001,2024-04-09,831.63
TX4902,352801,I,COM005,2024-03-24,327.88
TX4903,352800,C,COM003,2024-03-19,78.87
TX4904,601000,C,COM002,2024-05-10,479.92
TX4905,352800,C,COM001,2024-05-09,594.9
TX4906,352801,I,COM005,2024-03-16,152.2
TX4907,510000,C,COM003,2024-02-22,908.05
TX4908,510001,C,COM002,2024-04-27,202.95
TX4909,400000,C,COM001,2024-03-07,254.43
TX4910,601001,I,COM002,2024-06-19,305.01
TX4911,400001,I,COM005,2024-06-10,783.71
TX4912,601001,I,COM001,2024-05-03,415.76
TX4913,400000,C,COM001,2024-05-17,278.12
TX4914,352801,C,COM005,2024-03-24,506.93
TX4915,601001,C,COM002,2024-05-22,906.29
TX4916,601000,I,COM004,2024-03-15,67.47
TX4917,352801,A,COM002,2024-04-10,879.48
TX4918,400000,C,COM001,2024-05-28,857.37
TX4919,352800,C,COM004,2024-05-24,435.14
TX4920,510000,I,COM004,2024-06-18,949.17
TX4921,601000,I,COM003,2024-02-11,651.8
TX4922,510001,I,COM003,2024-03-25,984.01
TX4923,601000,I,COM003,2024-06-22,385.06
TX4924,510000,C,COM001,2024-04-10,594.31
TX4925,400001,C,COM005,2024-04-04,453.19
TX4926,352800,A,COM003,2024-03-09,632.2
TX4927,601000,I,COM005,2024-06-15,811.0
TX4928,352801,A,COM001,2024-06-30,714.47
TX4929,510000,C,COM001,2024-04-17,254.11
TX4930,510000,I,COM004,2024-01-09,777.27
TX4931,400000,I,COM005,2024-02-11,292.53
TX4932,601000,I,COM002,2024-06-25,827.91
TX4933,400001,C,COM002,2024-04-27,722.85
TX4934,400001,I,COM005,2024-05-09,943.53
TX4935,400001,C,COM003,2024-01-07,198.62
TX4936,510000,C,COM005,2024-05-12,185.07
TX4937,352801,I,COM003,2024-05-31,273.25
TX4938,510000,I,COM003,2024-05-14,446.98
TX4939,352801,I,COM005,2024-06-16,989.07
TX4940,352801,C,COM005,2024-03-17,814.19
TX4941,601000,A,COM001,2024-05-08,771.41
TX4942,510001,C,COM001,2024-06-24,588.21
TX4943,510001,I,COM001,2024-01-22,255.25
TX4944,601001,I,COM005,2024-06-21,681.27
TX4945,352801,I,COM001,2024-03-09,813.94
TX4946,510001,C,COM005,2024-04-24,562.33
TX4947,400001,C,COM001,2024-01-25,493.26
TX4948,352800,I,COM001,2024-06-14,589.79
TX4949,601001,C,COM003,2024-05-10,746.94
TX4950,352801,I,COM002,2024-02-19,573.94
TX4951,400000,I,COM002,2024-03-26,980.16
TX4952,601001,I,COM001,2024-02-07,121.99
TX4953,400001,C,COM003,2024-02-13,505.43
TX4954,601001,I,COM002,2024-06-02,285.6
TX4955,400001,C,COM004,2024-01-08,708.39
TX4956,601001,A,COM002,2024-02-25,863.35
TX4957,400000,C,COM001,2024-03-26,147.04
TX4958,352800,I,COM003,2024-06-03,125.59
TX4959,510001,I,COM002,2024-06-29,945.42
TX4960,352800,I,COM005,2024-03-22,415.77
TX4961,400001,A,COM001,2024-03-22,461.85
TX4962,601000,I,COM004,2024-04-23,775.31
TX4963,352800,A,COM003,2024-03-08,227.17
TX4964,601000,I,COM004,2024-03-30,631.25
TX4965,352801,I,COM002,2024-06-05,61.22
TX4966,400001,I,COM003,2024-06-04,634.65
TX4967,601001,I,COM001,2024-05-03,623.98
TX4968,400000,C,COM003,2024-02-03,999.03
TX4969,352801,I,COM003,2024-06-26,397.84
TX4970,510000,C,COM001,2024-01-24,603.32
TX4971,400001,I,COM001,2024-03-10,561.02
TX4972,601001,A,COM002,2024-01-27,741.34
TX4973,510001,I,COM002,2024-03-16,101.8
TX4974,352800,C,COM005,2024-01-30,150.25
TX4975,352801,I,COM004,2024-06-24,318.72
TX4976,352800,C,COM001,2024-04-16,919.01
TX4977,352801,A,COM005,2024-04-28,151.88
TX4978,400001,I,COM002,2024-06-19,449.34
TX4979,400001,C,COM004,2024-05-03,680.32
TX4980,601000,C,COM002,2024-01-07,452.82
TX4981,352800,C,COM005,2024-05-06,452.49
TX4982,352801,I,COM005,2024-05-22,153.9
TX4983,352801,C,COM005,2024-05-26,10.9
TX4984,601001,A,COM002,2024-05-11,225.41
TX4985,601000,I,COM001,2024-02-20,422.62
TX4986,352801,C,COM002,2024-01-17,965.44
TX4987,352801,I,COM005,2024-03-27,134.32
TX4988,510000,C,COM005,2024-05-26,658.34
TX4989,601000,I,COM004,2024-02-21,576.97
TX4990,400001,C,COM004,2024-05-07,715.24
TX4991,352800,C,COM004,2024-04-04,378.31
TX4992,352801,C,COM001,2024-01-21,35.41
TX4993,352801,C,COM004,2024-01-14,890.83
TX4994,510001,C,COM005,2024-01-15,922.24
TX4995,510000,I,COM001,2024-06-28,672.39
TX4996,400000,I,COM002,2024-02-27,187.72
TX4997,601000,A,COM002,2024-03-05,895.95
TX4998,352800,C,COM002,2024-02-07,532.21
TX4999,400000,I,COM001,2024-02-24,223.85
TX5000,510000,C,COM003,2024-02-11,192.76
TX5001,352800,C,COM005,2024-05-19,412.86
TX5002,601001,A,COM005,2024-05-07,535.58
TX5003,400001,I,COM001,2024-06-28,239.26
TX5004,352800,I,COM002,2024-03-05,566.1
TX5005,400001,C,COM002,2024-04-05,766.27
TX5006,601001,I,COM003,2024-02-22,372.11
TX5007,510001,C,COM002,2024-01-09,890.96
TX5008,601001,I,COM003,2024-01-25,524.72
TX5009,400000,I,COM002,2024-06-24,787.8
TX5010,400001,C,COM003,2024-06-13,194.5
TX5011,601000,I,COM005,2024-03-03,886.59
TX5012,400001,C,COM001,2024-04-27,206.95
TX5013,352800,C,COM005,2024-05-12,570.08
TX5014,601000,I,COM003,2024-03-24,103.76
TX5015,400000,I,COM005,2024-03-15,529.8
TX5016,510001,C,COM003,2024-01-01,154.08
TX5017,510000,I,COM005,2024-03-18,276.32
TX5018,510001,C,COM002,2024-01-27,529.69
TX5019,352800,C,COM002,2024-05-23,965.81
TX5020,510000,I,COM005,2024-06-16,255.58
TX5021,601001,I,COM002,2024-06-12,150.92
TX5022,352801,I,COM002,2024-04-20,795.46
TX5023,400000,I,COM002,2024-06-05,501.37
TX5024,601000,C,COM002,2024-04-26,650.1
TX5025,510001,C,COM004,2024-05-28,500.84
TX5026,601001,I,COM001,2024-03-29,81.74
TX5027,510000,A,COM004,2024-03-10,483.01
TX5028,352801,I,COM001,2024-06-23,174.16
TX5029,601000,I,COM001,2024-02-18,290.09
TX5030,400000,C,COM003,2024-05-09,992.7
TX5031,352801,C,COM004,2024-04-25,895.18
TX5032,510000,C,COM003,2024-01-18,888.03
TX5033,510000,I,COM002,2024-03-01,955.19
TX5034,352801,C,COM004,2024-05-23,98.05
TX5035,352801,C,COM001,2024-02-14,144.36
TX5036,400001,I,COM004,2024-03-29,753.5
TX5037,510001,C,COM002,2024-03-10,274.04
TX5038,601000,I,COM005,2024-01-10,173.91
TX5039,510001,I,COM004,2024-02-07,604.7
TX5040,510000,C,COM001,2024-05-20,574.52
TX5041,510000,I,COM003,2024-02-04,602.06
TX5042,510001,I,COM004,2024-01-24,356.1
TX5043,510000,I,COM005,2024-06-28,542.32
TX5044,352800,C,COM005,2024-01-03,119.57
TX5045,352801,I,COM004,2024-02-01,829.78
TX5046,510001,C,COM001,2024-01-16,657.68
TX5047,510000,C,COM002,2024-03-07,806.66
TX5048,601000,I,COM005,2024-03-28,112.73
TX5049,400000,I,COM001,2024-03-03,349.82
TX5050,400001,I,COM002,2024-06-27,919.64
TX5051,400001,C,COM003,2024-02-21,132.28
TX5052,601000,I,COM001,2024-03-02,819.08
TX5053,510001,C,COM003,2024-01-15,673.78
TX5054,400001,C,COM002,2024-03-07,340.37
TX5055,400000,C,COM005,2024-04-29,659.8
TX5056,510001,I,COM003,2024-06-18,975.86
TX5057,601001,I,COM005,2024-03-06,957.75
TX5058,352801,C,COM004,2024-04-30,17.05
TX5059,400001,C,COM003,2024-05-25,993.21
TX5060,400000,C,COM004,2024-04-09,191.37
TX5061,510000,I,COM003,2024-02-14,111.95
