transaccion_id;fecha;categoria;monto;;;;;;;
TX1531140;2024-01-30;correcta;105.46;;;;;;;
TX7987046;2024-01-30;correcta;453.54;;;;;;;
TX4979245;2024-01-30;correcta;30.81;;;;;;;
TX9059851;2024-01-30;correcta;422.21;;;;;;;
TX2717157;2024-01-30;incompleta;398.51;;;;;;;
TX6549366;2024-01-30;cancelada;113.29;;;;;;;
TX4509907;2024-01-30;correcta;298.96;;;;;;;
TX7616255;2024-01-30;cancelada;457.57;;;;;;;
TX7954774;2024-01-30;correcta;60.84;;;;;;;
TX8237665;2024-01-30;correcta;462.64;;;;;;;
TX1584873;2024-01-30;correcta;165.36;;;;;;;
TX1661649;2024-01-30;incompleta;306.77;;;;;;;
TX3945196;2024-01-30;correcta;449.77;;;;;;;
TX8513877;2024-01-30;incompleta;353.25;;;;;;;
TX2381462;2024-01-30;correcta;383.6;;;;;;;
TX8070430;2024-01-30;correcta;368.42;;;;;;;
TX6018213;2024-01-30;incompleta;411.7;;;;;;;
TX6347009;2024-01-30;correcta;321.51;;;;;;;
TX4281274;2024-01-30;correcta;222.76;;;;;;;
TX4177437;2024-01-30;correcta;210.44;;;;;;;
TX4870258;2024-01-30;correcta;109.73;;;;;;;
TX3976440;2024-01-30;cancelada;265.67;;;;;;;
TX9971072;2024-01-30;correcta;436.33;;;;;;;
TX1425022;2024-01-30;correcta;132.58;;;;;;;
TX8408624;2024-01-30;correcta;243.18;;;;;;;
TX2283179;2024-01-30;correcta;437.68;;;;;;;
TX6618905;2024-01-30;correcta;370.7;;;;;;;
TX2933797;2024-01-30;correcta;408.89;;;;;;;
TX1813070;2024-01-30;incompleta;288.02;;;;;;;
TX1811799;2024-01-30;cancelada;162.41;;;;;;;
TX1119329;2024-01-30;correcta;113.13;;;;;;;
TX3651479;2024-01-30;correcta;347.75;;;;;;;
TX4530059;2024-01-30;correcta;29.68;;;;;;;
TX6742671;2024-01-30;cancelada;71.05;;;;;;;
TX2418144;2024-01-30;cancelada;160.28;;;;;;;
TX6622678;2024-01-30;correcta;54.23;;;;;;;
TX3158215;2024-01-30;correcta;491.41;;;;;;;
TX2695167;2024-01-30;cancelada;361.21;;;;;;;
TX9838253;2024-01-30;correcta;272.25;;;;;;;
TX5111275;2024-01-30;correcta;424.4;;;;;;;
TX8203660;2024-01-30;cancelada;217.88;;;;;;;
TX4398666;2024-01-30;cancelada;331.85;;;;;;;
TX9947475;2024-01-30;correcta;97.78;;;;;;;
TX1012433;2024-01-30;correcta;147.23;;;;;;;
TX1292994;2024-01-30;cancelada;116.6;;;;;;;
TX3117370;2024-01-30;incompleta;316.95;;;;;;;
TX7148224;2024-01-30;correcta;143.57;;;;;;;
TX4008478;2024-01-30;correcta;411.8;;;;;;;
TX8748864;2024-01-30;cancelada;263.52;;;;;;;
TX8313305;2024-01-30;correcta;456.44;;;;;;;
TX6253232;2024-01-30;correcta;50.54;;;;;;;
TX9886571;2024-01-30;cancelada;41.26;;;;;;;
TX7520170;2024-01-30;correcta;230.39;;;;;;;
TX3000118;2024-01-30;correcta;22.34;;;;;;;
TX5972010;2024-01-30;correcta;14.08;;;;;;;
TX2274048;2024-01-30;correcta;103.65;;;;;;;
TX5145179;2024-01-30;correcta;358.78;;;;;;;
TX8517397;2024-01-30;correcta;132.86;;;;;;;
TX7688466;2024-01-30;correcta;205.1;;;;;;;
TX1191753;2024-01-30;cancelada;43.65;;;;;;;
TX8641868;2024-01-30;correcta;59.7;;;;;;;
TX8675662;2024-01-30;correcta;50.09;;;;;;;
TX1159201;2024-01-30;correcta;276.05;;;;;;;
TX2671960;2024-01-30;correcta;27.76;;;;;;;
TX9981330;2024-01-30;correcta;343.76;;;;;;;
TX5886126;2024-01-30;incompleta;15.56;;;;;;;
TX5130393;2024-01-30;cancelada;97.96;;;;;;;
TX6413436;2024-01-30;correcta;299.67;;;;;;;
TX1678235;2024-01-30;correcta;268.03;;;;;;;
TX7346190;2024-01-30;cancelada;184.16;;;;;;;
TX9057997;2024-01-30;cancelada;466.49;;;;;;;
TX6682407;2024-01-30;correcta;79.96;;;;;;;
TX2985783;2024-01-30;correcta;351.88;;;;;;;
TX4607126;2024-01-30;cancelada;93.77;;;;;;;
TX1607958;2024-01-30;correcta;443.96;;;;;;;
TX6883645;2024-01-30;incompleta;117.95;;;;;;;
TX5046695;2024-01-30;cancelada;159.87;;;;;;;
TX3782993;2024-01-30;correcta;218.55;;;;;;;
TX9511697;2024-01-30;correcta;277.73;;;;;;;
TX4449579;2024-01-30;cancelada;123.48;;;;;;;
TX8174385;2024-01-30;correcta;472.08;;;;;;;
TX2370567;2024-01-30;correcta;221.77;;;;;;;
TX6293950;2024-01-30;correcta;142;;;;;;;
TX9972534;2024-01-30;incompleta;13.31;;;;;;;
TX4618678;2024-01-30;correcta;425.1;;;;;;;
TX6681142;2024-01-30;correcta;157.41;;;;;;;
TX3999192;2024-01-30;incompleta;23.2;;;;;;;
TX8872541;2024-01-30;correcta;476.58;;;;;;;
TX8023773;2024-01-30;correcta;90.98;;;;;;;
TX6525882;2024-01-30;correcta;262.51;;;;;;;
TX5837660;2024-01-30;correcta;42.87;;;;;;;
TX4103418;2024-01-30;correcta;32.26;;;;;;;
TX4770536;2024-01-30;correcta;265.77;;;;;;;
TX8599038;2024-01-30;correcta;453.05;;;;;;;
TX1815194;2024-01-30;correcta;414.51;;;;;;;
TX4036395;2024-01-30;correcta;156.98;;;;;;;
TX1507379;2024-01-30;correcta;29.04;;;;;;;
TX9952009;2024-01-30;correcta;162.13;;;;;;;
TX1418615;2024-01-30;correcta;27.9;;;;;;;
TX4150783;2024-01-30;cancelada;45.52;;;;;;;
TX9729763;2024-01-30;cancelada;162.65;;;;;;;
TX3554421;2024-01-30;correcta;201.82;;;;;;;
TX1453494;2024-01-30;correcta;35.11;;;;;;;
TX3783252;2024-01-30;correcta;418.75;;;;;;;
TX8064419;2024-01-30;correcta;308.36;;;;;;;
TX9494506;2024-01-30;cancelada;191.96;;;;;;;
TX9516044;2024-01-30;correcta;348.84;;;;;;;
TX9505700;2024-01-30;incompleta;27.49;;;;;;;
TX9276403;2024-01-30;correcta;483.18;;;;;;;
TX3484206;2024-01-30;correcta;194.54;;;;;;;
TX7554684;2024-01-30;correcta;389.28;;;;;;;
TX3064778;2024-01-30;correcta;376.07;;;;;;;
TX2114366;2024-01-30;correcta;213.91;;;;;;;
TX3479288;2024-01-30;cancelada;267.2;;;;;;;
TX7876158;2024-01-30;correcta;406.28;;;;;;;
TX1002774;2024-01-30;cancelada;495.13;;;;;;;
TX8489474;2024-01-30;correcta;455.61;;;;;;;
TX6137298;2024-01-30;correcta;333.66;;;;;;;
TX6961312;2024-01-30;correcta;321.88;;;;;;;
TX8270367;2024-01-30;correcta;143.49;;;;;;;
TX3788577;2024-01-30;correcta;327.13;;;;;;;
TX2507695;2024-01-30;correcta;319.08;;;;;;;
TX3078605;2024-01-30;cancelada;309.83;;;;;;;
TX7535050;2024-01-30;correcta;358.23;;;;;;;
TX2071052;2024-01-30;cancelada;414.26;;;;;;;
TX3839651;2024-01-30;correcta;125.64;;;;;;;
TX9894697;2024-01-30;incompleta;371.61;;;;;;;
TX3235446;2024-01-31;correcta;391.19;;;;;;;
TX2682928;2024-01-31;correcta;85.07;;;;;;;
TX2656510;2024-01-31;correcta;111.76;;;;;;;
TX5905804;2024-01-31;correcta;88.69;;;;;;;
TX9672679;2024-01-31;correcta;487.08;;;;;;;
TX1168660;2024-01-31;incompleta;362.48;;;;;;;
TX5490989;2024-01-31;correcta;192.2;;;;;;;
TX7159210;2024-01-31;incompleta;498.85;;;;;;;
TX1343663;2024-01-31;correcta;97.93;;;;;;;
TX7223510;2024-01-31;correcta;98.2;;;;;;;
TX2854128;2024-01-31;correcta;11.8;;;;;;;
TX5522126;2024-01-31;correcta;56.43;;;;;;;
TX2170313;2024-01-31;correcta;418.15;;;;;;;
TX6085548;2024-01-31;cancelada;277.86;;;;;;;
TX7450662;2024-01-31;cancelada;106.58;;;;;;;
TX5165284;2024-01-31;correcta;326.62;;;;;;;
TX3033971;2024-01-31;correcta;473.37;;;;;;;
TX6722136;2024-01-31;correcta;60.21;;;;;;;
TX3406388;2024-01-31;cancelada;316.72;;;;;;;
TX8806765;2024-01-31;correcta;209.29;;;;;;;
TX9381624;2024-01-31;correcta;468.8;;;;;;;
TX1978860;2024-01-31;incompleta;75.99;;;;;;;
TX6081527;2024-01-31;correcta;424.6;;;;;;;
TX1112835;2024-01-31;correcta;199.77;;;;;;;
TX7577819;2024-01-31;correcta;189.78;;;;;;;
TX3470544;2024-01-31;correcta;407.57;;;;;;;
TX5719233;2024-01-31;correcta;174.71;;;;;;;
TX3958162;2024-01-31;cancelada;64.84;;;;;;;
TX4560425;2024-01-31;correcta;45.08;;;;;;;
TX5128068;2024-01-31;cancelada;358.74;;;;;;;
TX8999561;2024-01-31;correcta;247.82;;;;;;;
TX7633275;2024-01-31;correcta;242.6;;;;;;;
TX5164804;2024-01-31;correcta;43.34;;;;;;;
TX6381931;2024-01-31;correcta;393.7;;;;;;;
TX8416911;2024-01-31;cancelada;39.93;;;;;;;
TX9684552;2024-01-31;incompleta;454.85;;;;;;;
TX9657109;2024-01-31;correcta;428.31;;;;;;;
TX6304687;2024-01-31;correcta;459.9;;;;;;;
TX5165269;2024-01-31;correcta;335.48;;;;;;;
TX9896060;2024-01-31;cancelada;482.02;;;;;;;
TX4739678;2024-01-31;cancelada;404.36;;;;;;;
TX9610576;2024-01-31;correcta;389.41;;;;;;;
TX9296293;2024-01-31;correcta;48.3;;;;;;;
TX6254364;2024-01-31;cancelada;450.58;;;;;;;
TX7368048;2024-01-31;cancelada;162.09;;;;;;;
TX9566521;2024-01-31;correcta;324.52;;;;;;;
TX2226650;2024-01-31;correcta;256.21;;;;;;;
TX2631306;2024-01-31;cancelada;405.27;;;;;;;
TX6689628;2024-01-31;incompleta;195.16;;;;;;;
TX5285662;2024-01-31;correcta;310.14;;;;;;;
TX3067888;2024-01-31;correcta;149.04;;;;;;;
TX8647454;2024-01-31;correcta;489.04;;;;;;;
TX8245195;2024-01-31;correcta;46.68;;;;;;;
TX5338527;2024-01-31;correcta;86.68;;;;;;;
TX5515414;2024-01-31;correcta;107.9;;;;;;;
TX1281594;2024-01-31;correcta;244.39;;;;;;;
TX2347231;2024-01-31;cancelada;337;;;;;;;
TX9301179;2024-01-31;cancelada;19.26;;;;;;;
TX7186551;2024-01-31;correcta;485.31;;;;;;;
TX7387030;2024-01-31;correcta;423.34;;;;;;;
TX2579364;2024-01-31;cancelada;151.2;;;;;;;
TX3167072;2024-02-01;correcta;238.34;;;;;;;
TX7573380;2024-02-01;correcta;163.52;;;;;;;
TX3658053;2024-02-01;cancelada;359.49;;;;;;;
TX7841877;2024-02-01;correcta;343.6;;;;;;;
TX8700168;2024-02-01;incompleta;204.24;;;;;;;
TX3567708;2024-02-01;correcta;25.28;;;;;;;
TX4705631;2024-02-01;correcta;292.62;;;;;;;
TX6827332;2024-02-01;correcta;287.55;;;;;;;
TX5152754;2024-02-01;correcta;164.13;;;;;;;
TX5872541;2024-02-01;correcta;140.95;;;;;;;
TX9079424;2024-02-01;cancelada;160.42;;;;;;;
TX9850712;2024-02-01;correcta;326.61;;;;;;;
TX1282328;2024-02-01;cancelada;37.7;;;;;;;
TX2418089;2024-02-01;correcta;270.51;;;;;;;
TX5007504;2024-02-01;correcta;192.23;;;;;;;
TX5637671;2024-02-01;cancelada;357.4;;;;;;;
TX1963132;2024-02-01;correcta;103.87;;;;;;;
TX7746243;2024-02-01;cancelada;400.09;;;;;;;
TX7002651;2024-02-01;cancelada;496.21;;;;;;;
TX2633059;2024-02-01;correcta;376.49;;;;;;;
TX3586715;2024-02-01;correcta;123.26;;;;;;;
TX8906080;2024-02-01;correcta;410.81;;;;;;;
TX2930135;2024-02-01;cancelada;292.87;;;;;;;
TX8596550;2024-02-01;correcta;37.02;;;;;;;
TX9049177;2024-02-01;correcta;13.35;;;;;;;
TX2961054;2024-02-01;correcta;67.72;;;;;;;
TX1540762;2024-02-01;cancelada;447.76;;;;;;;
TX7593670;2024-02-01;correcta;199.32;;;;;;;
TX4254929;2024-02-01;incompleta;146.46;;;;;;;
TX7492819;2024-02-01;incompleta;358.39;;;;;;;
TX1121934;2024-02-01;correcta;107.84;;;;;;;
TX6480955;2024-02-01;cancelada;313.66;;;;;;;
TX1784810;2024-02-01;correcta;472.89;;;;;;;
TX2380951;2024-02-01;correcta;379.47;;;;;;;
TX7825254;2024-02-01;correcta;383.46;;;;;;;
TX1941703;2024-02-01;correcta;455.05;;;;;;;
TX4370675;2024-02-01;correcta;244.52;;;;;;;
TX6209555;2024-02-01;correcta;427.6;;;;;;;
TX7272559;2024-02-01;correcta;356.89;;;;;;;
TX4840881;2024-02-01;correcta;264.38;;;;;;;
TX3284071;2024-02-01;cancelada;144.73;;;;;;;
TX7841619;2024-02-01;incompleta;156.48;;;;;;;
TX2149807;2024-02-01;correcta;99.72;;;;;;;
TX1090579;2024-02-01;cancelada;157.2;;;;;;;
TX2964735;2024-02-01;cancelada;196.25;;;;;;;
TX3209874;2024-02-01;cancelada;352.22;;;;;;;
TX8034869;2024-02-01;correcta;389.32;;;;;;;
TX6181336;2024-02-01;correcta;270.57;;;;;;;
TX4515498;2024-02-01;correcta;245.47;;;;;;;
TX1576685;2024-02-01;cancelada;446.74;;;;;;;
TX3636013;2024-02-01;correcta;314.19;;;;;;;
TX2486546;2024-02-01;correcta;358.72;;;;;;;
TX2243575;2024-02-01;correcta;440.71;;;;;;;
TX4762163;2024-02-01;correcta;12.76;;;;;;;
TX5075522;2024-02-01;correcta;218.92;;;;;;;
TX3123067;2024-02-01;cancelada;88.1;;;;;;;
TX8584489;2024-02-01;incompleta;28.08;;;;;;;
TX3018608;2024-02-01;correcta;310.29;;;;;;;
TX6321601;2024-02-01;correcta;298.18;;;;;;;
TX5924751;2024-02-01;correcta;385.38;;;;;;;
TX1279195;2024-02-01;correcta;398;;;;;;;
TX8943704;2024-02-01;incompleta;25.09;;;;;;;
TX7511328;2024-02-01;correcta;171.04;;;;;;;
TX9124042;2024-02-01;correcta;129;;;;;;;
TX1834437;2024-02-01;cancelada;26.5;;;;;;;
TX5896859;2024-02-01;correcta;189.24;;;;;;;
TX5302471;2024-02-01;correcta;186.31;;;;;;;
TX9383084;2024-02-01;correcta;331.37;;;;;;;
TX5483771;2024-02-01;cancelada;377.09;;;;;;;
TX7737536;2024-02-01;correcta;183.94;;;;;;;
TX6553073;2024-02-01;correcta;406.83;;;;;;;
TX4453186;2024-02-01;correcta;316.94;;;;;;;
TX8196228;2024-02-02;cancelada;464.21;;;;;;;
TX6768983;2024-02-02;correcta;118.37;;;;;;;
TX7090469;2024-02-02;correcta;77.03;;;;;;;
TX6485783;2024-02-02;correcta;327.02;;;;;;;
TX5302844;2024-02-02;correcta;72.22;;;;;;;
TX7814869;2024-02-02;cancelada;315.09;;;;;;;
TX6955238;2024-02-02;incompleta;194.76;;;;;;;
TX6819180;2024-02-02;correcta;380.27;;;;;;;
TX8571156;2024-02-02;correcta;259.44;;;;;;;
TX4438889;2024-02-02;cancelada;110.64;;;;;;;
TX5433273;2024-02-02;correcta;343.02;;;;;;;
TX7602322;2024-02-02;incompleta;105.97;;;;;;;
TX5875903;2024-02-02;cancelada;47.56;;;;;;;
TX5070668;2024-02-02;correcta;428.17;;;;;;;
TX9771844;2024-02-02;correcta;153.45;;;;;;;
TX6175664;2024-02-02;correcta;388.43;;;;;;;
TX9981448;2024-02-02;correcta;476.68;;;;;;;
TX5972243;2024-02-02;correcta;310.71;;;;;;;
TX4699887;2024-02-02;correcta;328.86;;;;;;;
TX3959191;2024-02-02;correcta;400.52;;;;;;;
TX8071776;2024-02-02;incompleta;160.37;;;;;;;
TX9965769;2024-02-02;correcta;240.89;;;;;;;
TX8425902;2024-02-02;cancelada;328.72;;;;;;;
TX2438744;2024-02-02;correcta;411.07;;;;;;;
TX8253984;2024-02-02;correcta;432.83;;;;;;;
TX6677819;2024-02-02;correcta;250.73;;;;;;;
TX2697261;2024-02-02;cancelada;181.89;;;;;;;
TX3654379;2024-02-02;correcta;122.62;;;;;;;
TX4079153;2024-02-02;correcta;234.92;;;;;;;
TX8547975;2024-02-02;incompleta;435.14;;;;;;;
TX1138193;2024-02-02;correcta;28.65;;;;;;;
TX8169734;2024-02-02;correcta;63.6;;;;;;;
TX5647028;2024-02-02;cancelada;214.58;;;;;;;
TX5764408;2024-02-02;correcta;288.15;;;;;;;
TX1740283;2024-02-02;incompleta;335.81;;;;;;;
TX8001881;2024-02-02;correcta;400.38;;;;;;;
TX4014156;2024-02-02;incompleta;233.78;;;;;;;
TX3011786;2024-02-02;correcta;58.46;;;;;;;
TX3574619;2024-02-02;correcta;458.71;;;;;;;
TX3509477;2024-02-02;correcta;115.56;;;;;;;
TX4774125;2024-02-02;correcta;53.34;;;;;;;
TX1950552;2024-02-02;correcta;446.45;;;;;;;
TX7419097;2024-02-02;cancelada;456.64;;;;;;;
TX9712788;2024-02-02;correcta;391.83;;;;;;;
TX2422064;2024-02-02;correcta;124.33;;;;;;;
TX3672937;2024-02-02;correcta;109.87;;;;;;;
TX7790879;2024-02-02;correcta;19.81;;;;;;;
TX9297696;2024-02-02;correcta;269.62;;;;;;;
TX2113830;2024-02-02;correcta;249.27;;;;;;;
TX5260264;2024-02-02;correcta;303.23;;;;;;;
TX8298256;2024-02-03;correcta;349.15;;;;;;;
TX1108874;2024-02-03;correcta;15.08;;;;;;;
TX2950108;2024-02-03;correcta;156.29;;;;;;;
TX7207088;2024-02-03;incompleta;483.76;;;;;;;
TX8300309;2024-02-03;incompleta;142.48;;;;;;;
TX3874793;2024-02-03;correcta;195.01;;;;;;;
TX6867694;2024-02-03;correcta;405.92;;;;;;;
TX5867977;2024-02-03;correcta;360.96;;;;;;;
TX3984071;2024-02-03;correcta;470.89;;;;;;;
TX9783163;2024-02-03;correcta;433.24;;;;;;;
TX5482683;2024-02-03;correcta;210.97;;;;;;;
TX3753008;2024-02-03;correcta;165.17;;;;;;;
TX3457438;2024-02-03;cancelada;330.12;;;;;;;
TX2407726;2024-02-03;incompleta;80.82;;;;;;;
TX9502627;2024-02-03;correcta;180.29;;;;;;;
TX7601631;2024-02-03;correcta;496.09;;;;;;;
TX3355136;2024-02-03;correcta;446.77;;;;;;;
TX8999039;2024-02-03;correcta;67.45;;;;;;;
TX4793066;2024-02-03;correcta;300.61;;;;;;;
TX5831702;2024-02-03;cancelada;317.73;;;;;;;
TX2592543;2024-02-03;cancelada;455.52;;;;;;;
TX6430759;2024-02-03;cancelada;96.49;;;;;;;
TX1775760;2024-02-03;cancelada;435.68;;;;;;;
TX2359251;2024-02-03;incompleta;19.73;;;;;;;
TX9835161;2024-02-03;incompleta;386.37;;;;;;;
TX3561571;2024-02-03;correcta;358.58;;;;;;;
TX3214417;2024-02-03;correcta;491.83;;;;;;;
TX8740717;2024-02-03;correcta;310.47;;;;;;;
TX1280736;2024-02-03;correcta;446.66;;;;;;;
TX8525577;2024-02-03;correcta;400.51;;;;;;;
TX5425729;2024-02-03;correcta;328.8;;;;;;;
TX1642786;2024-02-03;correcta;330.69;;;;;;;
TX5869536;2024-02-03;cancelada;466.2;;;;;;;
TX2361600;2024-02-03;incompleta;232.94;;;;;;;
TX4506572;2024-02-03;cancelada;346.87;;;;;;;
TX1844158;2024-02-03;correcta;422.24;;;;;;;
TX3694929;2024-02-03;correcta;484.82;;;;;;;
TX2017291;2024-02-03;cancelada;283.81;;;;;;;
TX8475950;2024-02-03;correcta;374.99;;;;;;;
TX5369802;2024-02-03;correcta;87.47;;;;;;;
TX1375873;2024-02-03;correcta;136.36;;;;;;;
TX7017162;2024-02-03;cancelada;231.76;;;;;;;
TX8980281;2024-02-03;incompleta;380.14;;;;;;;
TX6436378;2024-02-03;correcta;468.18;;;;;;;
TX1260900;2024-02-03;cancelada;493.85;;;;;;;
TX3967127;2024-02-03;correcta;164.83;;;;;;;
TX5274591;2024-02-03;cancelada;415.16;;;;;;;
TX2875629;2024-02-03;correcta;489.58;;;;;;;
TX7590714;2024-02-03;correcta;202.04;;;;;;;
TX1140083;2024-02-03;cancelada;346.22;;;;;;;
TX3167995;2024-02-03;correcta;136.98;;;;;;;
TX1830410;2024-02-03;correcta;79.9;;;;;;;
TX2004342;2024-02-03;correcta;78.26;;;;;;;
TX5269051;2024-02-03;correcta;74.2;;;;;;;
TX5651727;2024-02-03;correcta;236.34;;;;;;;
TX7194828;2024-02-03;cancelada;30.83;;;;;;;
TX6392044;2024-02-03;cancelada;118.76;;;;;;;
TX8817331;2024-02-03;cancelada;417.42;;;;;;;
TX1524288;2024-02-03;correcta;17.77;;;;;;;
TX8931909;2024-02-03;incompleta;343.55;;;;;;;
TX1681855;2024-02-03;correcta;126.42;;;;;;;
TX9083159;2024-02-03;correcta;499.11;;;;;;;
TX3918934;2024-02-03;correcta;297.9;;;;;;;
TX5068029;2024-02-03;correcta;196.29;;;;;;;
TX5339870;2024-02-03;correcta;498.97;;;;;;;
TX7430981;2024-02-03;correcta;160.36;;;;;;;
TX1725189;2024-02-03;incompleta;352.81;;;;;;;
TX7546691;2024-02-03;correcta;77.7;;;;;;;
TX8924125;2024-02-03;correcta;483.08;;;;;;;
TX3598695;2024-02-03;correcta;456.03;;;;;;;
TX6937106;2024-02-03;correcta;420.39;;;;;;;
TX2921255;2024-02-03;incompleta;40.8;;;;;;;
TX3712782;2024-02-03;correcta;386.06;;;;;;;
TX8140492;2024-02-03;correcta;416.78;;;;;;;
TX3043235;2024-02-03;incompleta;203.34;;;;;;;
TX9534513;2024-02-03;correcta;441.41;;;;;;;
TX3704392;2024-02-03;correcta;188.36;;;;;;;
TX9709427;2024-02-03;correcta;381.51;;;;;;;
TX1895117;2024-02-03;correcta;56.83;;;;;;;
TX2860870;2024-02-03;cancelada;199.93;;;;;;;
TX9432788;2024-02-03;correcta;391.48;;;;;;;
TX6569472;2024-02-03;cancelada;70.04;;;;;;;
TX7543581;2024-02-03;cancelada;416.13;;;;;;;
TX1266701;2024-02-03;cancelada;268.89;;;;;;;
TX4326381;2024-02-03;cancelada;335.74;;;;;;;
TX2301086;2024-02-03;correcta;91.44;;;;;;;
TX4581199;2024-02-03;correcta;223.04;;;;;;;
TX3787778;2024-02-03;correcta;355.51;;;;;;;
TX8015121;2024-02-03;correcta;423.82;;;;;;;
TX1339655;2024-02-03;correcta;248.79;;;;;;;
TX2574630;2024-02-03;correcta;49.11;;;;;;;
TX1083780;2024-02-03;correcta;393.73;;;;;;;
TX3577408;2024-02-03;correcta;196.37;;;;;;;
TX7817368;2024-02-03;cancelada;121.83;;;;;;;
TX6050041;2024-02-03;correcta;86.69;;;;;;;
TX1189104;2024-02-03;correcta;18.04;;;;;;;
TX2538281;2024-02-03;correcta;205.95;;;;;;;
TX6392457;2024-02-03;correcta;455.04;;;;;;;
TX2342202;2024-02-03;cancelada;34.44;;;;;;;
TX3995140;2024-02-03;correcta;69.03;;;;;;;
TX4370925;2024-02-03;cancelada;204.66;;;;;;;
TX9342102;2024-02-03;correcta;108.77;;;;;;;
TX1314240;2024-02-03;correcta;362.74;;;;;;;
TX7903064;2024-02-03;cancelada;162.93;;;;;;;
TX5411286;2024-02-03;correcta;355.7;;;;;;;
TX7467193;2024-02-03;cancelada;102.48;;;;;;;
TX1475198;2024-02-03;correcta;124.56;;;;;;;
TX9707413;2024-02-03;correcta;427.49;;;;;;;
TX9449195;2024-02-03;correcta;462.85;;;;;;;
TX1535123;2024-02-03;correcta;147.33;;;;;;;
TX7103047;2024-02-03;incompleta;413.91;;;;;;;
TX5030252;2024-02-03;correcta;295.88;;;;;;;
TX1098492;2024-02-03;correcta;487.38;;;;;;;
TX9562129;2024-02-03;cancelada;75.96;;;;;;;
TX7780629;2024-02-03;correcta;385.24;;;;;;;
TX3500568;2024-02-03;cancelada;62.9;;;;;;;
TX3895918;2024-02-03;correcta;252.73;;;;;;;
TX7880364;2024-02-03;incompleta;365.18;;;;;;;
TX5083083;2024-02-03;incompleta;112.87;;;;;;;
TX5241445;2024-02-03;correcta;166.59;;;;;;;
TX1192290;2024-02-03;cancelada;45.35;;;;;;;
TX5694225;2024-02-03;cancelada;412.89;;;;;;;
TX8516968;2024-02-03;cancelada;338.49;;;;;;;
TX9865559;2024-02-03;correcta;444.55;;;;;;;
TX5817069;2024-02-03;cancelada;240.03;;;;;;;
TX8297984;2024-02-03;incompleta;47.41;;;;;;;
TX1933893;2024-02-03;cancelada;353.74;;;;;;;
TX8842765;2024-02-03;correcta;125.2;;;;;;;
TX6146836;2024-02-03;cancelada;26.83;;;;;;;
TX3418501;2024-02-03;cancelada;117.36;;;;;;;
TX7151983;2024-02-03;correcta;264.9;;;;;;;
TX8961543;2024-02-03;incompleta;100.05;;;;;;;
TX5577654;2024-02-03;correcta;323.8;;;;;;;
TX6514083;2024-02-03;cancelada;121.65;;;;;;;
TX4141976;2024-02-03;correcta;104.13;;;;;;;
TX6986432;2024-02-03;incompleta;439.85;;;;;;;
TX3602329;2024-02-03;correcta;387.98;;;;;;;
TX1233443;2024-02-03;correcta;441.17;;;;;;;
TX1462417;2024-02-03;cancelada;414.5;;;;;;;
TX5092754;2024-02-03;cancelada;191.03;;;;;;;
TX5907491;2024-02-03;correcta;246.16;;;;;;;
TX7205607;2024-02-04;cancelada;261.58;;;;;;;
TX1446048;2024-02-04;correcta;39.39;;;;;;;
TX7774580;2024-02-04;cancelada;301.72;;;;;;;
TX3066362;2024-02-04;correcta;203.06;;;;;;;
TX8054858;2024-02-04;correcta;189.14;;;;;;;
TX6238011;2024-02-04;correcta;89.48;;;;;;;
TX2378068;2024-02-04;correcta;330.03;;;;;;;
TX6089453;2024-02-04;correcta;412.28;;;;;;;
TX6384164;2024-02-04;correcta;285.47;;;;;;;
TX4284875;2024-02-04;cancelada;415.99;;;;;;;
TX7984168;2024-02-04;correcta;27.5;;;;;;;
TX9339232;2024-02-04;correcta;299.31;;;;;;;
TX9036481;2024-02-04;correcta;264.34;;;;;;;
TX4871732;2024-02-04;correcta;460.07;;;;;;;
TX6734892;2024-02-04;correcta;301.54;;;;;;;
TX8717278;2024-02-04;correcta;141.44;;;;;;;
TX8654395;2024-02-04;correcta;213.76;;;;;;;
TX9936365;2024-02-04;correcta;144.03;;;;;;;
TX6387421;2024-02-04;correcta;10.12;;;;;;;
TX5796246;2024-02-04;cancelada;311.4;;;;;;;
TX8647807;2024-02-04;correcta;180.54;;;;;;;
TX7850517;2024-02-04;cancelada;402.21;;;;;;;
TX7516992;2024-02-04;correcta;110.34;;;;;;;
TX3037686;2024-02-04;correcta;95.12;;;;;;;
TX6483499;2024-02-04;correcta;44.88;;;;;;;
TX9522999;2024-02-04;correcta;192.82;;;;;;;
TX3492907;2024-02-04;correcta;314.14;;;;;;;
TX2755904;2024-02-04;incompleta;105.81;;;;;;;
TX2086150;2024-02-04;correcta;316.28;;;;;;;
TX1704760;2024-02-04;cancelada;66.12;;;;;;;
TX9092732;2024-02-04;correcta;471.46;;;;;;;
TX7852352;2024-02-04;cancelada;461.12;;;;;;;
TX1620191;2024-02-04;correcta;332.96;;;;;;;
TX2288940;2024-02-04;correcta;176.26;;;;;;;
TX2431186;2024-02-04;incompleta;112.91;;;;;;;
TX9005410;2024-02-04;correcta;216.09;;;;;;;
TX1995505;2024-02-04;correcta;467.62;;;;;;;
TX9259406;2024-02-04;correcta;414.49;;;;;;;
TX3774410;2024-02-04;cancelada;423.4;;;;;;;
TX2932646;2024-02-04;correcta;71.66;;;;;;;
TX7546512;2024-02-04;correcta;138.91;;;;;;;
TX3787808;2024-02-04;correcta;407.91;;;;;;;
